name, desc, gmina, powiat, wojew
Albertowsko,wieś,Grodzisk Wielkopolski,grodziski,wielkopolskie
Albertów,wieś,Lipie,kłobucki,śląskie
Albertynowo,część wsi Nowe Brzeźno,Budzyń,chodzieski,wielkopolskie
Albinów,część wsi Kujawy,Iwaniska,opatowski,świętokrzyskie
Alej Kaniowska,część wsi Kaniów,Bestwina,bielski,śląskie
Aleksandria,wieś,Nowe Miasto,płoński,mazowieckie
Aleksandria Krzywowolska,wieś,Rejowiec,chełmski,lubelskie
Aleksandrowice,część miasta Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,śląskie
Aleksandrowo,wieś,Brześć Kujawski,włocławski,kujawsko-pomorskie
Aleksandrowo,wieś,Lelis,ostrołęcki,mazowieckie
Aleksandrowo,część wsi Doliwy,Przytuły,łomżyński,podlaskie
Aleksandrowo,osada,Orzysz,piski,warmińsko-mazurskie
Aleksandrowo,wieś,Wapno,wągrowiecki,wielkopolskie
Aleksandrów,wieś,Łuków,łukowski,lubelskie
Aleksandrów,wieś,Żychlin,kutnowski,łódzkie
Aleksandrów,wieś,Ujazd,tomaszowski,łódzkie
Aleksandrów,wieś,Sanniki,gostyniński,mazowieckie
Aleksandrów,część wsi Dąbrówka,Sienno,lipski,mazowieckie
Aleksandrów,część wsi Kędzierówka,Prażmów,piaseczyński,mazowieckie
Aleksandrów,wieś,Chlewiska,szydłowiecki,mazowieckie
Aleksandrów,wieś,Koniecpol,częstochowski,śląskie
Aleksandrów,wieś,Pińczów,pińczowski,świętokrzyskie
Aleksandrów Czwarty,część wsi Aleksandrów,Aleksandrów,biłgorajski,lubelskie
Aleksandrów k. Wąsosza,wieś,Koniecpol,częstochowski,śląskie
Aleksandrów Pierwszy,część miasta Warszawa,Warszawa,Warszawa,mazowieckie
Aleksandrówek,wieś,Łask,łaski,łódzkie
Aleksandrówka,przysiółek wsi Luboszyce Małe,Jemielno,górowski,dolnośląskie
Aleksandrówka,część wsi Majdan Zahorodyński,Siedliszcze,chełmski,lubelskie
Aleksandrówka,wieś,Żychlin,kutnowski,łódzkie
Aleksandrówka,wieś,Belsk Duży,grójecki,mazowieckie
Aleksandrówka,wieś,Policzna,zwoleński,mazowieckie
Aleksandrówka,część wsi Orzechówka,Bodzentyn,kielecki,świętokrzyskie
Aleksiejówka,wieś,Giby,sejneński,podlaskie
Alfonsów,wieś,Słubice,płocki,mazowieckie
Alinów,część wsi Mokracz,Bełchatów,bełchatowski,łódzkie
Alpy,przysiółek wsi Rybienko,Gniewino,wejherowski,pomorskie
Alwa,część wsi Brody Małe,Szczebrzeszyn,zamojski,lubelskie
Ambrożew-Parcele,część wsi Ambrożew,Góra Świętej Małgorzaty,łęczycki,łódzkie
Amelin,wieś,Krasnosielc,makowski,mazowieckie
Ameryka,część wsi Klonowo,Lubiewo,tucholski,kujawsko-pomorskie
Ameryka,część wsi Gajewniki-Kolonia,Zduńska Wola,zduńskowolski,łódzkie
Ameryka,część wsi Mirachowo,Kartuzy,kartuski,pomorskie
Ameryka,część wsi Kochanowice,Kochanowice,lubliniecki,śląskie
Ameryka Północna,część wsi Dzierążnia,Działoszyce,pińczowski,świętokrzyskie
Anastazew,wieś,Parzęczew,zgierski,łódzkie
Anatolin,wieś,Pacyna,gostyniński,mazowieckie
Andruszkowice,wieś,Samborzec,sandomierski,świętokrzyskie
Andrzejewo,wieś,Andrzejewo,ostrowski,mazowieckie
Andrzejewo,część wsi Giewartów-Holendry,Ostrowite,słupecki,wielkopolskie
Andrzejów,wieś,Kamień,chełmski,lubelskie
Andrzejów,część miasta Łódź,Łódź,Łódź,łódzkie
Andrzejów,część wsi Szczyty,Białobrzegi,białobrzeski,mazowieckie
Andrzejów Duranowski,wieś,Sochaczew,sochaczewski,mazowieckie
Andrzejówka,część wsi Łukowiec,Parysów,garwoliński,mazowieckie
Andrzejpole,osada,Dominowo,średzki,wielkopolskie
Anielew,wieś,Mińsk Mazowiecki,miński,mazowieckie
Anielewo,wieś,Zagórów,słupecki,wielkopolskie
Anielin,wieś,Puławy,puławski,lubelskie
Anielin,wieś,Konopnica,wieluński,łódzkie
Anielin,wieś,Garbatka-Letnisko,kozienicki,mazowieckie
Anielin,wieś,Skaryszew,radomski,mazowieckie
Anielin Górny,część wsi Anielin,Magnuszew,kozienicki,mazowieckie
Anielinek,część wsi Bocian,Kołbiel,otwocki,mazowieckie
Anielów,część wsi Ignaców Szlachecki,Łęki Szlacheckie,piotrkowski,łódzkie
Anin,część miasta Warszawa,Warszawa,Warszawa,mazowieckie
Aniołki,część wsi Wójcin,Łubnice,wieruszowski,łódzkie
Aniołów,część miasta Częstochowa,Częstochowa,Częstochowa,śląskie
Annapol,wieś,Jarocin,jarociński,wielkopolskie
Annolesie,wieś,Rusiec,bełchatowski,łódzkie
Annopol,kolonia wsi Annopol,Kock,lubartowski,lubelskie
Annopol,część wsi Wiązowna Kościelna,Wiązowna,otwocki,mazowieckie
Annopol,kolonia,Lisków,kaliski,wielkopolskie
Annopole,wieś,Środa Wielkopolska,średzki,wielkopolskie
Annowo,wieś,Gruta,grudziądzki,kujawsko-pomorskie
Annowo,wieś,Czerwonak,poznański,wielkopolskie
Annówka,wieś,Kock,lubartowski,lubelskie
Antaczówka,część wsi Lubatowa,Iwonicz-Zdrój,krośnieński,podkarpackie
Antolin,wieś,Konstantynów,bialski,lubelskie
Antomieszki,osada,Banie Mazurskie,gołdapski,warmińsko-mazurskie
Antonielów,wieś,Łęki Szlacheckie,piotrkowski,łódzkie
Antoniew,wieś,Lutomiersk,pabianicki,łódzkie
Antoniew,wieś,Sochaczew,sochaczewski,mazowieckie
Antoniewo,wieś,Bądkowo,aleksandrowski,kujawsko-pomorskie
Antoniewo,część wsi Dzikowo,Obrowo,toruński,kujawsko-pomorskie
Antoniewo,wieś,Gozdowo,sierpecki,mazowieckie
Antoniewo,część wsi Szklarka Przygodzicka,Ostrzeszów,ostrzeszowski,wielkopolskie
Antoniewo Górne,osada,Skoki,wągrowiecki,wielkopolskie
Antonin,część wsi Srebrzyszcze,Chełm,chełmski,lubelskie
Antonin,wieś,Szadek,zduńskowolski,łódzkie
Antonin,wieś,Żerków,jarociński,wielkopolskie
Antonin,część miasta Poznań,Poznań,Poznań,wielkopolskie
Antonina,wieś,Poddębice,poddębicki,łódzkie
Antoninek,osada,Stęszew,poznański,wielkopolskie
Antoninów,wieś,Gostynin,gostyniński,mazowieckie
Antoniny,część miasta Leszno,Leszno,Leszno,wielkopolskie
Antoniów,wieś,Opoczno,opoczyński,łódzkie
Antoniów,wieś,Ciepielów,lipski,mazowieckie
Antoniów,wieś,Ozimek,opolski,opolskie
Antoniów,przysiółek wsi Janowice Poduszowskie,Gnojno,buski,świętokrzyskie
Antoniów,część wsi Nowy Dwór,Krasocin,włoszczowski,świętokrzyskie
Antoniówka,wieś,Ostrówek,lubartowski,lubelskie
Antoniówka,wieś,Kleszczów,bełchatowski,łódzkie
Antoniówka,kolonia,Zaklików,stalowowolski,podkarpackie
Antoniuk,część miasta Białystok,Białystok,Białystok,podlaskie
Antonowo,wieś,Giżycko,giżycki,warmińsko-mazurskie
Antonówka,część wsi Brwilno,Stara Biała,płocki,mazowieckie
Antopol,część kolonii Bochotnica-Kolonia,Nałęczów,puławski,lubelskie
Antoszka,przysiółek wsi Walce,Walce,krapkowicki,opolskie
Anusin,część wsi Stryjno Pierwsze,Rybczewice,świdnicki,lubelskie
Anusin,kolonia,Nurzec-Stacja,siemiatycki,podlaskie
Aplinki,osada,Gniew,tczewski,pomorskie
Apolonka,wieś,Janów,częstochowski,śląskie
Arbasy Małe,kolonia wsi Arbasy Duże,Drohiczyn,siemiatycki,podlaskie
Arciechów,wieś,Iłów,sochaczewski,mazowieckie
Arcugowo,wieś,Niechanowo,gnieźnieński,wielkopolskie
Arendy,część wsi Kamień,Kamień,chełmski,lubelskie
Ariany,wieś,Waganiec,aleksandrowski,kujawsko-pomorskie
Arkuszewo,wieś,Przedecz,kolski,wielkopolskie
Arturowo,osada,Kruszwica,inowrocławski,kujawsko-pomorskie
Astachowice,wieś,Zgierz,zgierski,łódzkie
Ateny,osada leśna,Nowinka,augustowski,podlaskie
Augustowo,osada,Brzozie,brodnicki,kujawsko-pomorskie
Augustowo,wieś,Bielsk Podlaski,bielski,podlaskie
Augustowo,wieś,Kwilcz,międzychodzki,wielkopolskie
Augustów,część miasta Łódź,Łódź,Łódź,łódzkie
Augustów,część miasta Radom,Radom,Radom,mazowieckie
Augustów,miasto,Augustów m,augustowski,podlaskie
Augustówka,wieś,Osieck,otwocki,mazowieckie
Augustynki,część wsi Ratowice,Lipno,leszczyński,wielkopolskie
Augustynów,wieś,Warta,sieradzki,łódzkie
Augustyny,część wsi Zalesie,Kamienica,limanowski,małopolskie
Aurelin,wieś,Uchanie,hrubieszowski,lubelskie
Azja,część wsi Góra nad Notecią,Czarnków,czarnkowsko-trzcianecki,wielkopolskie
Baba,wieś,Skrwilno,rypiński,kujawsko-pomorskie
Babalice,wieś,Biskupiec,nowomiejski,warmińsko-mazurskie
Babi Brzuch,część wsi Wielogłowy,Chełmiec,nowosądecki,małopolskie
Babi Las,przysiółek wsi Chróścice,Dobrzeń Wielki,opolski,opolskie
Babia Góra,część wsi Kurowo-Kolonia,Baruchowo,włocławski,kujawsko-pomorskie
Babia Góra,część wsi Nadzów,Pałecznica,proszowicki,małopolskie
Babia Góra,część wsi Nowa Wieś,Czudec,strzyżowski,podkarpackie
Babia Ława,część miasta Dąbrowa Górnicza,Dąbrowa Górnicza,Dąbrowa Górnicza,śląskie
Babiak,wieś,Babiak,kolski,wielkopolskie
Babianka,część wsi Duńkowice,Radymno,jarosławski,podkarpackie
Babiarzówka,część miasta Nowy Targ,Nowy Targ m,nowotarski,małopolskie
Babice,wieś,Obsza,biłgorajski,lubelskie
Babice,część miasta Oświęcim,Oświęcim m,oświęcimski,małopolskie
Babice,wieś,Krzywcza,przemyski,podkarpackie
Babichy,wieś,Rzgów,łódzki wschodni,łódzkie
Babie Doły,część miasta Gdynia,Gdynia,Gdynia,pomorskie
Babiec Piaseczny,wieś,Rościszewo,sierpecki,mazowieckie
Babieniec,przysiółek,Zadzim,poddębicki,łódzkie
Babięty Wielkie,wieś,Susz,iławski,warmińsko-mazurskie
Babilon,wieś,Lipsko,lipski,mazowieckie
Babin,wieś,Bełżyce,lubelski,lubelskie
Babin,osada,Trzcińsko-Zdrój,gryfiński,zachodniopomorskie
Babinek,wieś,Bielice,pyrzycki,zachodniopomorskie
Babiniec,część wsi Wełnin,Solec-Zdrój,buski,świętokrzyskie
Babin-Olędry,wieś,Strzałkowo,słupecki,wielkopolskie
Babka,osada,Mogilno,mogileński,kujawsko-pomorskie
Babki Oleckie,wieś,Olecko,olecki,warmińsko-mazurskie
Baborów,miasto,Baborów,głubczycki,opolskie
Babsk,wieś,Urszulin,włodawski,lubelskie
Babuda,osada,Kęty,oświęcimski,małopolskie
Baby,wieś,Dąbrowice,kutnowski,łódzkie
Baby,wieś,Kruszyna,częstochowski,śląskie
Bachanowo,wieś,Jeleniewo,suwalski,podlaskie
Bachmatówka,wieś,Sokółka,sokólski,podlaskie
Bachorce,wieś,Kruszwica,inowrocławski,kujawsko-pomorskie
Bachorza,wieś,Huszlew,łosicki,mazowieckie
Bachorze,osada,Chojnice,chojnicki,pomorskie
Bachorzowa,część wsi Bystra,Bystra-Sidzina,suski,małopolskie
Bachotek,wieś,Zbiczno,brodnicki,kujawsko-pomorskie
Bachórzec,wieś,Dubiecko,przemyski,podkarpackie
Bachulówka Wyżnia,część wsi Sieniawa,Raba Wyżna,nowotarski,małopolskie
Baciki Bliższe,wieś,Siemiatycze,siemiatycki,podlaskie
Backi,część wsi Małoszów,Skalbmierz,kazimierski,świętokrzyskie
Bacówka,część wsi Rzepiennik Marciszewski,Gromnik,tarnowski,małopolskie
Bacze-Lipnik,kolonia,Łomża,łomżyński,podlaskie
Baczków,wieś,Wola Mysłowska,łukowski,lubelskie
Baczyna,wieś,Lubiszyn,gorzowski,lubuskie
Baćkowice,wieś,Baćkowice,opatowski,świętokrzyskie
Badrzychowice,wieś,Nowy Korczyn,buski,świętokrzyskie
Bagatela,część wsi Gruszka Duża,Nielisz,zamojski,lubelskie
Bagdad,osada,Wyrzysk,pilski,wielkopolskie
Bagienice,wieś,Chorzele,przasnyski,mazowieckie
Bagienice Duże,wieś,Kuczbork-Osada,żuromiński,mazowieckie
Bagienice Włościańskie,część wsi Bagienice Szlacheckie,Krasnosielc,makowski,mazowieckie
Bagienka,część wsi Porąbka,Porąbka,bielski,śląskie
Bagienko,osada leśna,Brańszczyk,wyszkowski,mazowieckie
Bagienna,część wsi Kamień,Czernichów,krakowski,małopolskie
Bagna,kolonia,Komarówka Podlaska,radzyński,lubelskie
Bagna,wieś,Czersk,chojnicki,pomorskie
Bagnica,osada leśna,Rzeczenica,człuchowski,pomorskie
Bagniewo,wieś,Drezdenko,strzelecko-drezdenecki,lubuskie
Bagno,wieś,Oborniki Śląskie,trzebnicki,dolnośląskie
Bagno,część wsi Sól,Biłgoraj,biłgorajski,lubelskie
Bagno,wieś,Sława,wschowski,lubuskie
Bagno,część wsi Babice,Babice,chrzanowski,małopolskie
Bagno,część wsi Łowczówek,Pleśna,tarnowski,małopolskie
Bagno,część wsi Sieczychy,Długosiodło,wyszkowski,mazowieckie
Bagno,wieś,Jaświły,moniecki,podlaskie
Bagno,część wsi Zagórzyce,Kazimierza Wielka,kazimierski,świętokrzyskie
Bagno,część wsi Racięcice,Sompolno,koniński,wielkopolskie
Bagny,wieś,Dąbrowa Białostocka,sokólski,podlaskie
Baj,część wsi Brzeziny,Wielopole Skrzyńskie,ropczycko-sędziszowski,podkarpackie
Bajdy,wieś,Zalewo,iławski,warmińsko-mazurskie
Bajerki,część wsi Pogórze,Skoczów,cieszyński,śląskie
Bajki-Zalesie,wieś,Krypno,moniecki,podlaskie
Bajorki,część miasta Pilzno,Pilzno,dębicki,podkarpackie
Bajoro,część wsi Niżna Łąka,Miejsce Piastowe,krośnieński,podkarpackie
Bajówka,część wsi Muratyn,Łaszczów,tomaszowski,lubelskie
Bakaniuk,wieś,Raczki,suwalski,podlaskie
Bakun,część wsi Dębina,Kłodawa,kolski,wielkopolskie
Balbuzy,część wsi Leśnica,Bukowina Tatrzańska,tatrzański,małopolskie
Balcerów,wieś,Skierniewice,skierniewicki,łódzkie
Balczewo,część wsi Białożewin,Żnin,żniński,kujawsko-pomorskie
Bale,wieś,Mokobody,siedlecki,mazowieckie
Balice,wieś,Janikowo,inowrocławski,kujawsko-pomorskie
Balidza,część wsi Chochołów,Czarny Dunajec,nowotarski,małopolskie
Balin,wieś,Rypin,rypiński,kujawsko-pomorskie
Balinka,wieś,Sztabin,augustowski,podlaskie
Balowa,część miasta Rabka-Zdrój,Rabka-Zdrój,nowotarski,małopolskie
Bałachy,osada,Lipusz,kościerski,pomorskie
Bałanówka,część wsi Równe,Dukla,krośnieński,podkarpackie
Bałdowice,wieś,Kobyla Góra,ostrzeszowski,wielkopolskie
Bałdzki Piec,wieś,Purda,olsztyński,warmińsko-mazurskie
Bałki,część wsi Podsarnie,Raba Wyżna,nowotarski,małopolskie
Bałoszyce,osada,Susz,iławski,warmińsko-mazurskie
Bałtów,wieś,Bałtów,ostrowiecki,świętokrzyskie
Bałupiany,wieś,Gołdap,gołdapski,warmińsko-mazurskie
Bałuty,część wsi Truskawiec,Wartkowice,poddębicki,łódzkie
Banachówka,część wsi Wara,Nozdrzec,brzozowski,podkarpackie
Banaczki,część miasta Zdzieszowice,Zdzieszowice,krapkowicki,opolskie
Banasiówka,część wsi Skomielna Biała,Lubień,myślenicki,małopolskie
Banasiówka,część wsi Nowa Wieś,Czudec,strzyżowski,podkarpackie
Banatki Duże,przysiółek wsi Kadłub,Strzelce Opolskie,strzelecki,opolskie
Bandysie,wieś,Czarnia,ostrołęcki,mazowieckie
Bania,część wsi Laskowa,Laskowa,limanowski,małopolskie
Bania,część wsi Cieniawa,Grybów,nowosądecki,małopolskie
Bania,część wsi Zagórze,Mucharz,wadowicki,małopolskie
Bania,część wsi Lisów,Skołyszyn,jasielski,podkarpackie
Bania,część wsi Nowa Wieś,Czudec,strzyżowski,podkarpackie
Baniak,przysiółek wsi Spórok,Kolonowskie,strzelecki,opolskie
Banie,część wsi Bogucice,Bochnia,bocheński,małopolskie
Baniewice Zaleskie,część wsi Baniewice,Banie,gryfiński,zachodniopomorskie
Baniocha,wieś,Góra Kalwaria,piaseczyński,mazowieckie
Banki,część wsi Lipinki,Żmudź,chełmski,lubelskie
Bankówka,część miasta Zielonka,Zielonka,wołomiński,mazowieckie
Bańca,część wsi Dulowa,Trzebinia,chrzanowski,małopolskie
Bańdy,część wsi Zagacie,Czernichów,krakowski,małopolskie
Bańkowszczyzna,wieś,Rejowiec,chełmski,lubelskie
Bara,osada wsi Nawodna,Chojna,gryfiński,zachodniopomorskie
Barak,wieś,Szydłowiec,szydłowiecki,mazowieckie
Baraki,wieś,Annopol,kraśnicki,lubelskie
Baraki,przysiółek wsi Żurawica,Żurawica,przemyski,podkarpackie
Baraki Osuchowskie,kolonia,Mszczonów,żyrardowski,mazowieckie
Baran,część wsi Sławniów,Pilica,zawierciański,śląskie
Baran-Gajówka,osada leśna,Mniów,kielecki,świętokrzyskie
Barania Góra,część wsi Pępice,Mniów,kielecki,świętokrzyskie
Baranica,wieś,Gorzków,krasnostawski,lubelskie
Baraniec,wieś,Ojrzeń,ciechanowski,mazowieckie
Baranina,część wsi Zebrzydowice,Zebrzydowice,cieszyński,śląskie
Barankowo,wieś,Krajenka,złotowski,wielkopolskie
Baranowice,wieś,Kąty Wrocławskie,wrocławski,dolnośląskie
Baranowiec,wieś,Dąbie,kolski,wielkopolskie
Baranowo,wieś,Rutka-Tartak,suwalski,podlaskie
Baranowo,wieś,Mosina,poznański,wielkopolskie
Baranów,osada,Baranów,puławski,lubelskie
Baranów,wieś,Busko-Zdrój,buski,świętokrzyskie
Baranów Sandomierski,miasto,Baranów Sandomierski,tarnobrzeski,podkarpackie
Baranówka,wieś,Lubartów,lubartowski,lubelskie
Baranówka,część wsi Frycowa,Nawojowa,nowosądecki,małopolskie
Baranówka,część wsi Przysietnica,Brzozów,brzozowski,podkarpackie
Baranówka,część wsi Kąkolówka,Błażowa,rzeszowski,podkarpackie
Baranówko,wieś,Mosina,poznański,wielkopolskie
Barany,przysiółek wsi Zawoja,Zawoja,suski,małopolskie
Barańce,przysiółek wsi Zawoja,Zawoja,suski,małopolskie
Barańszczyzna,przysiółek wsi Kurzacze,Kunów,ostrowiecki,świętokrzyskie
Barbarka,część wsi Branno,Rzgów,koniński,wielkopolskie
Barbarówka,część wsi Ochotnica Dolna,Ochotnica Dolna,nowotarski,małopolskie
Barchaczów,wieś,Łabunie,zamojski,lubelskie
Barciany,wieś,Barciany,kętrzyński,warmińsko-mazurskie
Barcice Drwalewskie,wieś,Chynów,grójecki,mazowieckie
Barcikowiczki,przysiółek wsi Barcikowice,Zielona Góra,zielonogórski,lubuskie
Barcin,miasto,Barcin,żniński,kujawsko-pomorskie
Barcin-Wieś,wieś,Barcin,żniński,kujawsko-pomorskie
Barcza,przysiółek wsi Gruszka,Zagnańsk,kielecki,świętokrzyskie
Barczewski Dwór,osada,Barczewo,olsztyński,warmińsko-mazurskie
Barć,część wsi Gąsiorowice,Jemielnica,strzelecki,opolskie
Bardno,przysiółek wsi Mańkowice,Łambinowice,nyski,opolskie
Bardo Dolne,część wsi Bardo,Raków,kielecki,świętokrzyskie
Barduń,osada leśna,Gietrzwałd,olsztyński,warmińsko-mazurskie
Bardzice,wieś,Kowala,radomski,mazowieckie
Bargędzino,osada,Wicko,lęborski,pomorskie
Bargłów Kościelny,wieś,Bargłów Kościelny,augustowski,podlaskie
Bargłówka,wieś,Sośnicowice,gliwicki,śląskie
Barierka,część wsi Bednary,Nieborów,łowicki,łódzkie
Barkowice,wieś,Sulejów,piotrkowski,łódzkie
Barkowo,osada,Gryfice,gryficki,zachodniopomorskie
Barlewiczki,osada,Sztum,sztumski,pomorskie
Barłogi,wieś,Kurów,puławski,lubelskie
Barłomino,wieś,Luzino,wejherowski,pomorskie
Barnasie,przysiółek wsi Ochotnica Dolna,Ochotnica Dolna,nowotarski,małopolskie
Barników,kolonia,Drawno,choszczeński,zachodniopomorskie
Barninek,osada wsi Dobiesławiec,Będzino,koszaliński,zachodniopomorskie
Barnowiec,wieś,Kołczygłowy,bytowski,pomorskie
Barnucin,część miasta Szczecin,Szczecin,Szczecin,zachodniopomorskie
Barszczewo,wieś,Choroszcz,białostocki,podlaskie
Barszczówki,część wsi Hłudno,Nozdrzec,brzozowski,podkarpackie
Bartczakowo,część wsi Chojny,Lubień Kujawski,włocławski,kujawsko-pomorskie
Bartki,wieś,Lelkowo,braniewski,warmińsko-mazurskie
Bartkowa-Posadowa,wieś,Gródek nad Dunajcem,nowosądecki,małopolskie
Bartkowskie,część wsi Korzeniec,Bircza,przemyski,podkarpackie
Bartków Dolny,część wsi Bartków,Zagnańsk,kielecki,świętokrzyskie
Bartkówka,osada leśna,Kłobuck,kłobucki,śląskie
Bartłomiejowice,wieś,Osięciny,radziejowski,kujawsko-pomorskie
Bartne Łąki,osada,Stary Dzierzgoń,sztumski,pomorskie
Bartnik,część wsi Słona,Zakliczyn,tarnowski,małopolskie
Bartniki,wieś,Lipsk,augustowski,podlaskie
Bartodzieje,wieś,Masłowice,radomszczański,łódzkie
Bartodzieje,wieś,Wągrowiec,wągrowiecki,wielkopolskie
Bartodzieje Włościańskie,część miasta Radomsko,Radomsko m,radomszczański,łódzkie
Bartolino,wieś,Malechowo,sławieński,zachodniopomorskie
Bartosiówka,część wsi Raba Niżna,Mszana Dolna,limanowski,małopolskie
Bartosze,wieś,Ełk,ełcki,warmińsko-mazurskie
Bartoszewo,kolonia wsi Zębówiec,Obrowo,toruński,kujawsko-pomorskie
Bartoszki,wieś,Nidzica,nidzicki,warmińsko-mazurskie
Bartoszów,wieś,Legnickie Pole,legnicki,dolnośląskie
Bartoszówka,część wsi Budziszewice,Budziszewice,tomaszowski,łódzkie
Bartoszyce,miasto,Bartoszyce m,bartoszycki,warmińsko-mazurskie
Bartyki,część wsi Słotwina,Lipowa,żywiecki,śląskie
Barujec,część wsi Brenna,Brenna,cieszyński,śląskie
Barwałd Górny,wieś,Kalwaria Zebrzydowska,wadowicki,małopolskie
Barwiki,część miasta Łapy,Łapy,białostocki,podlaskie
Barwinek,część miasta Czerwionka-Leszczyny,Czerwionka-Leszczyny,rybnicki,śląskie
Barwinów,część wsi Siemień-Kolonia,Siemień,parczewski,lubelskie
Barycz,wieś,Domaradz,brzozowski,podkarpackie
Barycz,przysiółek wsi Dąbie,Włoszczowa,włoszczowski,świętokrzyskie
Barycz-Kolonia,wieś,Zwoleń,zwoleński,mazowieckie
Barzyna,wieś,Namysłów,namysłowski,opolskie
Basiagówka,część wsi Królowa Polska,Kamionka Wielka,nowosądecki,małopolskie
Basinów,wieś,Magnuszew,kozienicki,mazowieckie
Basonia,wieś,Józefów nad Wisłą,opolski,lubelskie
Baszki,wieś,Niemce,lubelski,lubelskie
Baszkówka,wieś,Piaseczno,piaseczyński,mazowieckie
Baszowice-Resztówka,część wsi Baszowice,Nowa Słupia,kielecki,świętokrzyskie
Baśkowo,część wsi Zielona,Kuczbork-Osada,żuromiński,mazowieckie
Batogowo,wieś,Sypniewo,makowski,mazowieckie
Batorówka,część wsi Kosów,Moszczenica,piotrkowski,łódzkie
Batorz Pierwszy,część wsi Batorz,Batorz,janowski,lubelskie
Baty,część wsi Radawa,Wiązownica,jarosławski,podkarpackie
Bawaria,część miasta Końskie,Końskie,konecki,świętokrzyskie
Bazar,wieś,Rozprza,piotrkowski,łódzkie
Bazary,część wsi Jawornik-Przedmieście,Jawornik Polski,przeworski,podkarpackie
Baziaki,część wsi Zalesie,Kamienica,limanowski,małopolskie
Bazyle,część wsi Bóbrka,Solina,leski,podkarpackie
Bazyńskie,część wsi Szyk,Jodłownik,limanowski,małopolskie
Bażantarnia,część miasta Krzeszowice,Krzeszowice,krakowski,małopolskie
Bażantarnia,osada leśna,Przygodzice,ostrowski,wielkopolskie
Bąblinek,wieś,Oborniki,obornicki,wielkopolskie
Bąbolówka,część wsi Koniaków,Istebna,cieszyński,śląskie
Bącza,część wsi Bącza-Kunina,Nawojowa,nowosądecki,małopolskie
Bączek,wieś,Skarszewy,starogardzki,pomorskie
Bączkówka,część wsi Ponice,Rabka-Zdrój,nowotarski,małopolskie
Bądki,osada,Zalewo,iławski,warmińsko-mazurskie
Bądkowo Jeziorne,wieś,Brudzeń Duży,płocki,mazowieckie
Bądków,wieś,Zgierz,zgierski,łódzkie
Bądle,osada,Górowo Iławeckie,bartoszycki,warmińsko-mazurskie
Bądzów,wieś,Jerzmanowa,głogowski,dolnośląskie
Bągart,wieś,Płużnica,wąbrzeski,kujawsko-pomorskie
Bąk,wieś,Karsin,kościerski,pomorskie
Bąki,część wsi Ochotnica Dolna,Ochotnica Dolna,nowotarski,małopolskie
Bąki Lesiowskie,przysiółek wsi Kolonia Lesiów,Jastrzębia,radomski,mazowieckie
Bąkowiec,wieś,Grabica,piotrkowski,łódzkie
